"prodoc","Windows File System","DefaultInstanceName","default","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.195","0.016","Clark Campbell Servers; Clark Campbell"
"prodoc","Windows File System","DefaultInstanceName","default","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.195","0.042","Clark Campbell Servers; Clark Campbell"
"RDS-CB-V01","Virtual Server in hw-vcenter","VMware","HW_Non_AA-10pm","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.105","0.033","HW-Vcenter"
"RDS-CB-V01","Virtual Server in hw-vcenter","VMware","HW_Non_AA-10pm","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.123","0.026","HW-Vcenter"
"RDS-CB-V01","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.219","0.047","HW-Vcenter"
"RDS-CLCT-V01","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.903","0.195","HW-Vcenter"
"RDS-GSH-V01","Virtual Server in hw-vcenter","VMware","PROD_2AM_SATsynthFULL","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","1.697","0.139","HW-Vcenter"
"RDS-GSH-V01","Virtual Server in hw-vcenter","VMware","PROD_2AM_SATsynthFULL","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.178","0.038","HW-Vcenter"
"RDS-GSH-V02","Virtual Server in hw-vcenter","VMware","PROD_2AM_SATsynthFULL","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","1.603","0.131","HW-Vcenter"
"RDS-GSH-V02","Virtual Server in hw-vcenter","VMware","PROD_2AM_SATsynthFULL","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.174","0.038","HW-Vcenter"
"RDS-GW-V01","Virtual Server in hw-vcenter","VMware","HW_Non_AA-10pm","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.089","0.028","HW-Vcenter"
"RDS-GW-V01","Virtual Server in hw-vcenter","VMware","HW_Non_AA-10pm","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.116","0.025","HW-Vcenter"
"RDS-GW-V01","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.195","0.042","HW-Vcenter"
"RDS-SH-V01","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.596","0.129","HW-Vcenter"
"RDS-SH-V02","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.466","0.100","HW-Vcenter"
"RDS-SH-V03","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.462","0.100","HW-Vcenter"
"RDS-SH-V04","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.570","0.123","HW-Vcenter"
"RDS-SH-V05","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.482","0.104","HW-Vcenter"
"RemoteAccess.penflorida.org_1_","Virtual Server in dsm-wh-vca01","VMware","default","PenFL_Premium","Primary-SO","DiskLib_CVSDS-Pool01","18 day(s);2 Cycle(s)","0.273","0.059","dsm-wh-vca01; Pen Florida"
"rhc-ad-01","Windows File System","DefaultInstanceName","default","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.472","0.154","Raymond Handling; DSM-LKL-VC01"
"RHC-AD-01_1","Virtual Server in DSM-LKL-VC01","VMware","Raymond_LTR_5Q","Raymond_LTR_5Q","Primary","DSM_LK_Library","14 day(s);2 Cycle(s)","2.260","0.737","Raymond Handling; DSM-LKL-VC01"
"RHC-AD-01_1","Virtual Server in DSM-LKL-VC01","VMware","Raymond_LTR_5Q","Raymond_LTR_5Q","Raymond_LTR_5Q","DSM_WH_DiskLibrary","30 day(s);5 Cycle(s)","0.511","0.111","Raymond Handling; DSM-LKL-VC01"
"RHC-AD-02","Virtual Server in DSM-LKL-VC01","VMware","Raymond_14Day","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.158","0.051","Raymond Handling; DSM-LKL-VC01"
"RHC-FS-01","Virtual Server in DSM-LKL-VC01","VMware","Raymond_LTR_5Q","Raymond_LTR_5Q","Primary","DSM_LK_Library","14 day(s);2 Cycle(s)","2.186","0.713","Raymond Handling; DSM-LKL-VC01"
"RHC-FS-01","Virtual Server in DSM-LKL-VC01","VMware","Raymond_LTR_5Q","Raymond_LTR_5Q","Raymond_LTR_5Q","DSM_WH_DiskLibrary","30 day(s);5 Cycle(s)","0.519","0.113","Raymond Handling; DSM-LKL-VC01"
"RHC-RDSBROKER-01","Virtual Server in DSM-LKL-VC01","VMware","Raymond_14Day","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.176","0.058","Raymond Handling; DSM-LKL-VC01"
"RHC-RDSGWY-01","Virtual Server in DSM-LKL-VC01","VMware","Raymond_14Day","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.173","0.057","Raymond Handling; DSM-LKL-VC01"
"RHC-RDSH-01_2","Virtual Server in DSM-LKL-VC01","VMware","Raymond_14Day","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.425","0.138","Raymond Handling; DSM-LKL-VC01"
"RHC-RDSH-02","Virtual Server in DSM-LKL-VC01","VMware","Raymond_14Day","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.407","0.133","Raymond Handling; DSM-LKL-VC01"
"RHC-WDM-01","Virtual Server in DSM-LKL-VC01","VMware","Raymond_14Day","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.265","0.087","Raymond Handling; DSM-LKL-VC01"
"SAFM14-PS-17-45__FDLE_Printing_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.053","0.044","LE-vCENTER-1-56"
"SAFM14-PS-17-45__FDLE_Printing_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.088","0.019","LE-vCENTER-1-56"
"SAFM44_HSMV_Printing_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Primary","SAO20_1_82_LIBRARY","7 day(s);1 Cycle(s)","0.079","0.066","LE-vCENTER-1-56"
"SAFM44_HSMV_Printing_","Virtual Server in le-vcenter-1-56","VMware","Group1_Quieisce","Economy1_SAO20_STR_DPWH","Remote Copy CJIS-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.119","0.026","LE-vCENTER-1-56"
"sales48","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.153","0.013","Laptop Clients; DSM"
"sales48","Windows File System","DefaultInstanceName","default","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.150","0.032","Laptop Clients; DSM"
"SAO20_S9_LTR_IndexServer","Big Data Apps","defaultInstance","default","SAO20_S9_LTR","Primary","SAO20_1_82_LIBRARY","14 day(s);2 Cycle(s)","0.012","0.005","Index Servers"
"SAO20-DFS-48-48_IndexServer","Big Data Apps","defaultInstance","default","SAO20-DFS-48-48","Primary","SAO20_1_82_LIBRARY","14 day(s);2 Cycle(s)","0.016","0.005","Index Servers"
"scec-app01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","3.506","1.115","Sims Crane; dsm-wh-vca01"
"scec-app01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","5.532","1.192","Sims Crane; dsm-wh-vca01"
"scec-app01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","2.092","0.682","Sims Crane; dsm-wh-vca01"
"scec-app01","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","1.963","0.423","Sims Crane; dsm-wh-vca01"
"scec-rds01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.322","0.103","Sims Crane; dsm-wh-vca01"
"scec-rds01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.479","0.103","Sims Crane; dsm-wh-vca01"
"scec-rds01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.148","0.048","Sims Crane; dsm-wh-vca01"
"scec-rds01","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.093","0.020","Sims Crane; dsm-wh-vca01"
"scec-sharepoint","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.530","0.169","Sims Crane; dsm-wh-vca01"
"scec-sharepoint","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.806","0.174","Sims Crane; dsm-wh-vca01"
"scec-sharepoint","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.274","0.090","Sims Crane; dsm-wh-vca01"
"scec-sharepoint","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.348","0.075","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Active Directory","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.000","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Active Directory","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.000","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Active Directory","DefaultInstanceName","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.000","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.272","0.086","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.413","0.089","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.137","0.045","Sims Crane; dsm-wh-vca01"
"scec-vmdc01","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.298","0.064","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Active Directory","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.000","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Active Directory","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.000","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Active Directory","DefaultInstanceName","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.000","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.690","0.219","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","1.079","0.233","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.394","0.128","Sims Crane; dsm-wh-vca01"
"scec-vmdc02","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.439","0.095","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","SQL Server","SCEC-VMSQL02","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.444","0.141","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","SQL Server","SCEC-VMSQL02","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.566","0.122","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","SQL Server","SCEC-VMSQL02","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.444","0.145","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","2.659","0.845","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","4.243","0.914","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","1.540","0.502","Sims Crane; dsm-wh-vca01"
"scec-vmsql02","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","1.188","0.256","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","SQL Server","SCEC-VMSQL03","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.001","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","SQL Server","SCEC-VMSQL03","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.001","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","SQL Server","SCEC-VMSQL03","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.001","0.000","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.344","0.109","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.498","0.107","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.167","0.055","Sims Crane; dsm-wh-vca01"
"scec-vmsql03","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.106","0.023","Sims Crane; dsm-wh-vca01"
"scec-vmweb01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.581","0.185","Sims Crane; dsm-wh-vca01"
"scec-vmweb01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.900","0.194","Sims Crane; dsm-wh-vca01"
"scec-vmweb01","Virtual Server in dsm-wh-vca01","VMware","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.314","0.102","Sims Crane; dsm-wh-vca01"
"scec-vmweb01","Windows File System","DefaultInstanceName","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.418","0.090","Sims Crane; dsm-wh-vca01"
"SIMS_14Day_2_IndexServer","Big Data Apps","defaultInstance","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.001","0.000","Index Servers"
"SIMS_14Day_2_IndexServer","Big Data Apps","defaultInstance","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.001","0.000","Index Servers"
"SIMS_14Day_2_IndexServer","Big Data Apps","defaultInstance","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.001","0.000","Index Servers"
"SIMS_WH_14Day_IndexServer","Big Data Apps","defaultInstance","default","SIMS_WH_14Day","Local Retention","DSM_WH_DiskLibrary","14 day(s);2 Cycle(s)","0.001","0.000","Index Servers"
"SIMS_WH_14Day_IndexServer","Big Data Apps","defaultInstance","default","SIMS_WH_14Day","Local Retention-SO","DiskLib_CVSDS-Pool01","14 day(s);2 Cycle(s)","0.001","0.000","Index Servers"
"SIMS_WH_14Day_IndexServer","Big Data Apps","defaultInstance","default","SIMS_WH_14Day","Remote Copy","DSM_LK_Library","14 day(s);2 Cycle(s)","0.001","0.000","Index Servers"
"SP_GDSP_CVSDS-Pool01_(25)_IndexServer","Big Data Apps","defaultInstance","default","SP_GDSP_CVSDS-Pool01_(25)","Primary","DiskLib_CVSDS-Pool01","30 day(s);2 Cycle(s)","0.000","0.000","Index Servers"
"SPSRV","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.737","0.060","HW-Vcenter"
"SPSRV","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.252","0.054","HW-Vcenter"
"sql_vm","SQL Server","SQL_VM","default","Premium2_WH","Premium2_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","18.418","11.892","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","default","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","17.145","1.406","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","default","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","1.390","0.299","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","SQL_VM_FullRecovery","Premium2_WH","Premium2_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","3.429","2.214","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","SQL_VM_FullRecovery","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","3.090","0.253","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","SQL_VM_FullRecovery","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.339","0.073","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","SQL_VM_FullRecovery","Standard2_WH_TLOGS","Primary","DSM_WH_DiskLibrary","4 day(s);1 Cycle(s)","0.002","0.001","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","SQL Server","SQL_VM","SQL_VM_FullRecovery","Standard2_WH_TLOGS","Primary-SO","DiskLib_CVSDS-Pool01","4 day(s);1 Cycle(s)","0.004","0.001","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","Virtual Server in Hunter_VM_Backups","VMware","PROD_4AM_SATsynthFULL","Premium2_WH","Premium2_S3_hwi-dpaas","hwi-dpaas","35 day(s);1 Cycle(s)","1.534","0.990","Hunter Warfield; Hunter_VM_Backups"
"sql_vm","Virtual Server in Hunter_VM_Backups","VMware","PROD_4AM_SATsynthFULL","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","1.534","0.126","Hunter Warfield; Hunter_VM_Backups"
"SQL_VM_1","Virtual Server in hw-vcenter","VMware","PROD_4AM_SATsynthFULL","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","6.750","0.554","HW-Vcenter"
"SQL_VM_1","Virtual Server in hw-vcenter","VMware","PROD_4AM_SATsynthFULL","Premium2_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","1.302","0.281","HW-Vcenter"
"Standard1_LK_IndexServer","Big Data Apps","defaultInstance","default","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.007","0.002","Index Servers"
"Standard1_WH_IndexServer","Big Data Apps","defaultInstance","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.002","0.001","Index Servers"
"Standard1_WH_IndexServer","Big Data Apps","defaultInstance","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.001","0.000","Index Servers"
"Standard2_WH_IndexServer","Big Data Apps","defaultInstance","default","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.032","0.003","Index Servers"
"Standard2_WH_IndexServer","Big Data Apps","defaultInstance","default","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.013","0.003","Index Servers"
"SVR-DATA","Virtual Server in Wall_Titus_VM_BK","Hyper-V","35_Day_Retention","Premium2_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","4.842","0.397","Wall_Titus_VM_BK"
"svr-dc1","Virtual Server in Wall_Titus_VM_BK","Hyper-V","default","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.296","0.064","Wall Titus; Wall_Titus_VM_BK"
"svr-dc1","Windows File System","DefaultInstanceName","default","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.188","0.041","Wall Titus; Wall_Titus_VM_BK"
"SVR-DC2","Virtual Server in Wall_Titus_VM_BK","Hyper-V","default","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.147","0.032","Wall_Titus_VM_BK"
"svr-host","Windows File System","DefaultInstanceName","default","Economy1_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.316","0.068","Wall Titus"
"SVR-RDGW","Virtual Server in Wall_Titus_VM_BK","Hyper-V","default","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.045","0.010","Wall_Titus_VM_BK"
"SVR-SH1","Virtual Server in Wall_Titus_VM_BK","Hyper-V","default","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.072","0.015","Wall_Titus_VM_BK"
